label,text,target,pred,tensor
Political, এই বদরুল সালে অথবা জানুয়ারী কলেজ ছাত্রী খাদিজা আক্তার নার্গিসকে উক্তত্য করতে গিয়ে সিলেটের শহরতলীর জাঙ্গাইল এলাকায় শফিরউদ্দিন হাই স্কুলের সামনে স্থানীয়রা থাকে গণধোলাই দেয়। তখনো তার পরিচয় ছাত্রলীগ ছিল তাই ঘটনার সাথে সাথে স্থানীয় আওয়ামীলীগ নেতারা রাস্তা অবরোধ করে বিচার চান দোষ চাপান ছাত্রশিবিরের উপর। ওইদিন রাতেই জন জামায়াত ও শিবিরের নেতা কর্মীকে গ্রেফতার করে রিমান্ডে নেয়া হয়। তখন প্রতিটি মিডিয়া বদরুলের পক্ষে এক তরফা ভাবে শিবিরকেই দায়ী করে প্রতিবেদন প্রকাশ করতে থাকে। আমিসহ অন্যরা ওইদ ,1,1,"tensor([3.1355e-03, 9.8567e-01, 5.9446e-04, 9.9999e-03, 5.9761e-04],
       device='cuda:0')"
Geopolitical,ভারতকে যা দিয়েছি সারা জীবন মনে রাখবে-শেখ হাসিনা বাংলাদেশের সাধারণ জনগণও ভুলবেনা ,3,3,"tensor([1.9295e-04, 2.1138e-04, 3.9093e-04, 9.9894e-01, 2.6505e-04],
       device='cuda:0')"
Religious,"বেরিয়ে আসছে ভারতের ধর্মনিরপেক্ষতার আসল চেহারা, চাপের মুখেই ধর্মান্তরিত হন ২০০ মুসলমান",2,3,"tensor([9.8708e-03, 6.8780e-04, 2.3647e-01, 7.5186e-01, 1.1069e-03],
       device='cuda:0')"
Geopolitical,ভারতের সন্ত্রাসী বাহিনি নিরিহ বাংলাদেশ সিমান্তের মুসলিম দের আতংকের অভিশাপ বাহিনি কিছু মরে নাই? শুধু আহত হলে হবেনা। মরলে খুশি হব।,3,3,"tensor([3.4169e-04, 7.7214e-04, 3.6110e-03, 9.9507e-01, 2.0166e-04],
       device='cuda:0')"
Religious, মালাউন মরলে ফেলানীর আত্মা শান্তি পাবে ,2,2,"tensor([8.8425e-04, 2.7832e-04, 9.9827e-01, 4.2237e-04, 1.4483e-04],
       device='cuda:0')"
Geopolitical,নদীতে বাঁধ দিয়ে স্রোতের ধারা পরিবর্তন করা যায় কিন্তু স্রোতকে আটকানো যায় না ভারতের মাটিতে ডঃ জাকির নায়েককে নিষিদ্ধ করলেও তিনি তার জ্ঞ্যান দিয়ে কোরআন ও হাদিসের যে আলো ছড়িয়েছেন তা যুগের পর যুগ দ্বীনের আলো ছড়িয়ই যাবে।।ইনশাআল্লাহ।।,3,2,"tensor([0.0086, 0.0017, 0.6570, 0.3304, 0.0023], device='cuda:0')"
Religious, বার্মার এত মুসলিমকে হত্যা করছে বাংলাদেশের একটা মালাউন একটু দুুংখ প্রকাশ ও করলনা। তাদের জন্য আমাদের দেশের সুশীল রা কাঁদিয়া মরে যাই। ,2,2,"tensor([3.0102e-04, 4.4606e-04, 9.9831e-01, 6.1309e-04, 3.3359e-04],
       device='cuda:0')"
Religious,কুরআনের আয়াতের খন্ড করে মানসিক বিকৃত মনস্করা কিভাবে বিপদগ্রস্ত হচ্ছে তা দেখে অবাকই হলাম। ,2,2,"tensor([3.5484e-03, 7.7834e-04, 9.9281e-01, 1.7847e-03, 1.0755e-03],
       device='cuda:0')"
Personal,তোরে  তো দাওয়াত দেইনা মাগির পুত ,0,4,"tensor([3.0693e-01, 2.6594e-03, 4.9818e-04, 1.5431e-03, 6.8837e-01],
       device='cuda:0')"
Personal,রানু মন্ডল হোয়াইজটন মেয়েকে ভিক্ষা করতে তো সেইজন্য ,0,0,"tensor([9.7776e-01, 2.8921e-04, 3.0367e-04, 4.6239e-04, 2.1182e-02],
       device='cuda:0')"
Personal,আসিফের বাপে ওরে একটা আবাল হিসাবে পয়দা করছে,0,0,"tensor([8.4526e-01, 5.0966e-03, 3.5188e-04, 3.2840e-03, 1.4601e-01],
       device='cuda:0')"
Personal,ওনাকে তো আর কেউ ভিক্ষাও দেবেনা এখন ,0,0,"tensor([9.9332e-01, 3.0184e-03, 2.3814e-04, 8.7321e-04, 2.5496e-03],
       device='cuda:0')"
Religious,তোমাদের  বউ বোন কে অর্ধ নেংটা করে রাস্তায় মার্কেটে ঘুরালে কি তোমাদের  দেবতা সন্তুষ্ট হয়? শাড়ির পড়ে পেট পিট বের করে রাখলে  হাফ নেংটা করে রাখলে? ,2,2,"tensor([4.4474e-03, 2.8239e-04, 9.7882e-01, 1.2728e-02, 3.7243e-03],
       device='cuda:0')"
Personal,মাগির সেক্স উইঠা গেসে কেমন করে এই অসভ্যের বাচ্চার জন্মের ঠিক নাই মাগি খানকি,0,4,"tensor([1.5553e-01, 1.9969e-03, 4.3571e-04, 1.1764e-03, 8.4086e-01],
       device='cuda:0')"
Geopolitical,ইংল্যান্ডের ভিসা ভারতিয়দের বন্দ করে দেওয়া উচিত।,3,3,"tensor([2.6407e-04, 8.4949e-04, 6.0476e-04, 9.9802e-01, 2.5777e-04],
       device='cuda:0')"
Gender abusive,দেহ ব্যবসায়ী মমতাজ যদি সংসদ সদস্য হতেপারে তাহলে হিরো আলম হতে পারবেনা কেনো?? ,4,1,"tensor([0.2350, 0.7216, 0.0141, 0.0121, 0.0173], device='cuda:0')"
Geopolitical,আমেরিকা ভারত অনেক এগিয়ে তাদের নিয়ে ভেবে তোদের কি লাভ,3,3,"tensor([7.3948e-04, 2.1607e-04, 4.0132e-04, 9.9843e-01, 2.1475e-04],
       device='cuda:0')"
Political,বঙ্গবন্ধু হত্যার পেছনে সবচেয়ে বড় অপরাধী একমাত্র জাসদ গণবাহিনী,1,1,"tensor([7.5553e-04, 9.8382e-01, 5.5048e-04, 1.4317e-02, 5.5269e-04],
       device='cuda:0')"
Personal, খালেদা জিয়া কি ফেরেশতা না কি ,0,0,"tensor([9.9047e-01, 7.0452e-03, 1.0198e-03, 9.2519e-04, 5.3491e-04],
       device='cuda:0')"
Geopolitical,যে দেশে সমকামী বৈধ্য সে দেশে যৌন পল্লী আবার কি? ,3,3,"tensor([0.0351, 0.0022, 0.0031, 0.9495, 0.0102], device='cuda:0')"
Geopolitical,ভারত না থাকলে তোরা এত দিন পাকিস্তান থাকতি। তাই বলি ভারতকে গুরু ভাব। ,3,3,"tensor([2.0625e-04, 2.0144e-03, 2.6653e-04, 9.9718e-01, 3.2876e-04],
       device='cuda:0')"
Geopolitical,স ঠিক তথ্য জে নে লেখা ভাল সা লে পা কিস্তা নের অ নেক জায়গা দখল ক রে নি য়ে ছিল ভারত।অরও কিছু দিন পর ব লে বস বেন সা লে পা কিরা জি তে ছে বাংলা দে শের সা তে। এই সমস্ত মিথ্যা খবর প্রকাশ ক রে মানুষ কে বিবরা ন্তি কর বেন না।,3,3,"tensor([3.0409e-03, 1.3274e-03, 2.4879e-04, 9.9413e-01, 1.2501e-03],
       device='cuda:0')"
Personal,মাগি তুরে কুত্তা দিয়া চুদান উচিত।,0,4,"tensor([6.8909e-04, 1.2301e-03, 2.7300e-04, 1.0579e-03, 9.9675e-01],
       device='cuda:0')"
Gender abusive,রানু দি তোমার টাইম খুব খারাপ কুত্তার বাচ্ছা রানু  ,4,4,"tensor([0.3594, 0.0032, 0.0008, 0.0012, 0.6355], device='cuda:0')"
Political,"হাজী সেলিমের মত ঢাকায় আরো অনেক এমপি আছে জালিম,তাদেরকেও ধরা হোক ",1,1,"tensor([4.4200e-03, 8.6516e-01, 3.5901e-03, 1.2621e-01, 6.1804e-04],
       device='cuda:0')"
Geopolitical, রেন্ডিয়া নিজের দেশের মানুষের নিরাপত্তা দিতে ব্যর্থ হওয়া সত্ত্বেও বাংলাদেশকে নিয়ে নাক গলায়। ,3,3,"tensor([2.6442e-04, 3.7948e-04, 3.2491e-04, 9.9875e-01, 2.8450e-04],
       device='cuda:0')"
Personal,ওর পাছায় জোরে ১০টা লাথি মারেন,0,0,"tensor([9.9227e-01, 5.6301e-04, 2.1678e-03, 3.7909e-03, 1.2075e-03],
       device='cuda:0')"
Geopolitical,হিন্দুত্ববাদী দালাল সরকারের কোন ক্ষমা নাই মসজিদে উঠে মুসল্লিদের মারধর এর চরম মূল্য তাদের দিতে হবে,3,2,"tensor([2.8341e-03, 1.1364e-02, 9.8034e-01, 5.3526e-03, 1.0746e-04],
       device='cuda:0')"
Political,ছাত্রলীগ চাঁদাবাজি করে টাকা নেয় । কিন্তু ভিপি নুরুল হক নুরের চাঁদাবাজি লাগে না মানুষ এমনিতেই দিতে চায় ,1,1,"tensor([8.4440e-04, 9.3083e-01, 1.3474e-03, 6.4659e-02, 2.3207e-03],
       device='cuda:0')"
Religious,"নাস্তিক দের বোকার মত যুক্তি শুনলে, আমার ইমান টা আরো মজবুত হয় ",2,2,"tensor([2.1244e-03, 3.3638e-04, 9.9677e-01, 4.3968e-04, 3.2603e-04],
       device='cuda:0')"
Religious,চলো আমরা সবাই মুসলিম মারা শুরু করি ,2,0,"tensor([0.6546, 0.0018, 0.3164, 0.0038, 0.0234], device='cuda:0')"
Geopolitical,আগে নিজের উন্নয়ন তারপরে না দেশের উন্নয়ন,3,3,"tensor([0.0015, 0.0549, 0.0016, 0.9408, 0.0012], device='cuda:0')"
Geopolitical,ভারত আর বাংলাদেশ মুসলিম এর পিছনে লেগেই আছে,3,3,"tensor([6.8390e-04, 1.6200e-04, 1.0412e-03, 9.9774e-01, 3.7120e-04],
       device='cuda:0')"
Political,আমরা তো দেখলাম ইউটিউব এর মাধ্যমে গাড়ি আওয়ামী লীগ এর লোকজনে পোড়ালো। অথচ মামলা করে দিলো বিএনপির নামে।,1,1,"tensor([4.9305e-04, 9.9819e-01, 2.3353e-04, 6.9941e-04, 3.8589e-04],
       device='cuda:0')"
Religious,শূন্যের আবিষ্কার ও একজন মালাউনের। আয়ুর্বেদ এই হিন্দুদের দান। সারা পৃথিবীতে হিন্দু ও খ্রিষ্টানদের কন্টিবিউশন্। তোদের দেশের জাতীয় সংগীতটাও একজন মালাউনের দান ,2,2,"tensor([3.6297e-04, 1.9610e-04, 9.9913e-01, 1.7840e-04, 1.3678e-04],
       device='cuda:0')"
Gender abusive,ওপার বাংলায় শ্রাবন্তি আর এপার বাংলায় অপু দুটোই সমান প্রতি বছর একটা করে বিয়ে করে ,4,3,"tensor([0.1772, 0.2026, 0.0008, 0.6150, 0.0044], device='cuda:0')"
Personal,"গর্ত থাকলে সাপের অভাব হয় না, অর্থ থাকলে গর্তের অভাব হয় না ",0,0,"tensor([9.9568e-01, 3.5253e-04, 7.5124e-04, 1.8941e-03, 1.3201e-03],
       device='cuda:0')"
Geopolitical,পাকিস্তান ভারত সিমান্তে শান্তি চায় বাংলাদেশ,3,3,"tensor([4.1560e-04, 2.6777e-04, 5.6661e-04, 9.9860e-01, 1.5103e-04],
       device='cuda:0')"
Religious,তোর কৃষ্ণ ১৬৮০০ বিয়া করছিল কারণ সে ছিল একটা চোদনবাজ নিজের মামির লগে ঢুকাইয়াও তার মনের আশা মিটে নাই তাই বিভিন্ন জায়গা থেকে মাইয়াদেরকে তুলে আনছে চুদার জন্য,2,0,"tensor([9.8233e-01, 3.6914e-04, 6.0461e-04, 8.3328e-04, 1.5865e-02],
       device='cuda:0')"
